chain_id,i,x,y,z,qw,qx,qy,qz
0eca4aa82b,82,-34984.410580056414,-52915.32598839096,-8869.64815352462,0.7088362552489942,0.19336773172236546,-0.5583845546358565,-0.3851840764066535
0eca4aa82b,83,-35079.92578038262,-53508.69269029591,-9485.29839690373,0.7022400690826063,0.1953785805564951,-0.5635246966620049,-0.38874929181489315
0eca4aa82b,84,-35159.81275527421,-54092.54670246172,-10108.412666156331,0.6950223819493205,0.19680352042106608,-0.5692486560344963,-0.3926426244593011
0eca4aa82b,85,-35227.05377120965,-54669.40687248864,-10739.483041659845,0.6877337697202703,0.19820837703523367,-0.5749145251691887,-0.3964958890189045
0eca4aa82b,86,-35284.91784211212,-55243.17915306964,-11378.131804428018,0.6809556788894819,0.20019747967257023,-0.5798672487554993,-0.39996788163756813
0eca4aa82b,87,-35332.758442165796,-55814.132526457084,-12023.15402441365,0.6745850793948956,0.20253143381691033,-0.5843433192238745,-0.40306187397504384
0eca4aa82b,88,-35369.87598053596,-56381.88341763253,-12673.577720692403,0.6684691569942791,0.20507019241546767,-0.5885048060274912,-0.4059030618418466
0eca4aa82b,89,-35389.54431661756,-56938.47990229009,-13328.39545207153,0.6613453474833657,0.20685623072403167,-0.5934967123350772,-0.4093830524340342
0eca4aa82b,90,-35396.80943532616,-57488.923713152166,-13989.191321940209,0.6542517233356897,0.20869863497621602,-0.5983486350299575,-0.41276927360104104
0eca4aa82b,91,-35388.44263898129,-58029.191816504455,-14655.208740664872,0.6465897243485039,0.20999407918020196,-0.6037134931472103,-0.41635829914651407
0eca4aa82b,92,-35370.13852283536,-58565.5799922872,-15327.747048170126,0.6394597787322313,0.21186657414206997,-0.6083735678904647,-0.4196252471399388
0eca4aa82b,93,-35338.70951060043,-59094.91964349164,-16005.13708522176,0.6322355695415904,0.2136880062777624,-0.6130171973931509,-0.4228776847738628
0eca4aa82b,94,-35294.06446901124,-59616.96390873287,-16687.15971626713,0.6249087466783781,0.2154520753934883,-0.6176502894233888,-0.42611921044315915
0eca4aa82b,95,-35236.16675950079,-60131.52567416051,-17373.609289456603,0.6174826509621663,0.2171605536554787,-0.6222689259221482,-0.4293458437302935
0eca4aa82b,96,-35166.30670411228,-60640.2008730141,-18064.632572412575,0.6102344446897061,0.21903894717084513,-0.6266222980359283,-0.43241225438313635
0eca4aa82b,97,-35081.925626495795,-61139.72347750632,-18758.889330661226,0.6026082180286896,0.22063067894576616,-0.6312172884946653,-0.43560322976036375
0eca4aa82b,98,-34986.032178340574,-61633.73001971897,-19457.547091678098,0.5952841479188147,0.22249221837108335,-0.6354365023879504,-0.43858231545954224
0eca4aa82b,99,-34876.44129310527,-62119.52077141313,-20159.08566944296,0.5877518101496759,0.22421159562657234,-0.6397378631630097,-0.4416021246416191
